job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills,job_url
IT-Professional,IT-Professional (m/w/d),Augsburg,Arbeitnow,Full-time,FALSE,Augsburg,2026-05-15 13:30:53,TRUE,FALSE,,year,998296,,hubside - Die Recruitingwerkstatt,"['linux', 'powershell', 'r']","{'tools': ['linux'], 'programming': ['powershell', 'r']}",https://www.arbeitnow.com/jobs/companies/hubside-die-recruitingwerkstatt/it-professional-augsburg-1730
Personalsachbearbeiter / Entgeltabrechner in,"Personalsachbearbeiter / Entgeltabrechner (w/m/d) in spannendem, attraktivem Unternehmen!",Winnenden,Arbeitnow,Internship,FALSE,Winnenden,2026-05-15 13:30:53,TRUE,FALSE,,,,,Fischer & Partner Gesellschaft für Personal mbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/fischer-partner-gesellschaft-fur-personal-mbh/personalsachbearbeiter-entgeltabrechner-in-spannendem-attraktivem-unternehmen-winnenden-338675
SAP Entwickler/Developer bundesweit,"Senior SAP Entwickler/Developer (m/w/d) bundesweit (Hamburg, Bielefeld, Berlin, etc.)",Hamburg,Arbeitnow,Full-time,FALSE,Hamburg,2026-05-15 13:30:53,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/passport-business-engineering-gmbh/senior-sap-entwickler-developer-bundesweit-hamburg-bielefeld-berlin-etc-145387
Praktikant:in Marketing & Eventmanagement im,Praktikant:in (m/w/d) Marketing & Eventmanagement im Smart Energy Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:30:52,TRUE,FALSE,,,,,GreenPocket GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/greenpocket-gmbh/praktikantin-marketing-eventmanagement-im-smart-energy-startup-cologne-117464
Trainee Developer / Programmierer für KI-Agenten,Trainee Developer / Programmierer für KI-Agenten (m/w/d),Koblenz,Arbeitnow,Full-time,FALSE,Koblenz,2026-05-15 13:20:57,TRUE,FALSE,,,,,DCF Verlag GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/dcf-verlag-gmbh/trainee-developer-programmierer-fur-ki-agenten-koblenz-141398
Sales Manager m/w/d,Senior Sales Manager m/w/d,Darmstadt,Arbeitnow,Full-time,FALSE,Darmstadt,2026-05-15 13:20:57,TRUE,TRUE,,,,,hairfree,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/hairfree/senior-sales-manager-darmstadt-259334
Praktikant:in Produktmanagement im Kölner Startup,Praktikant:in (m/w/d) Produktmanagement im Kölner Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:00:43,TRUE,FALSE,,,,,GreenPocket GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/greenpocket-gmbh/praktikantin-produktmanagement-im-kolner-startup-cologne-360036
SAP SD Consultant/Berater_Deutschlandweit:,"Senior SAP SD Consultant/Berater (m/w)_Deutschlandweit: Hamburg, Bielefeld, München, Karlsruhe, Ratingen, Bad Nauheim",Hamburg,Arbeitnow,Full-time,FALSE,Hamburg,2026-05-15 13:00:43,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/passport-business-engineering-gmbh/senior-sap-sd-consultant-berater-m-w-deutschlandweit-hamburg-bielefeld-munchen-karlsruhe-ratingen-bad-nauheim-125157
Praktikant:in Finance & Controlling im Kölner,Praktikant:in (m/w/d) Finance & Controlling im Kölner Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:00:42,TRUE,FALSE,,,,,GreenPocket GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/greenpocket-gmbh/praktikantin-finance-controlling-im-kolner-startup-cologne-197451
SAP FI/CO Consultant/Berater_Deutschlandweit:,"Senior SAP FI/CO Consultant/Berater (m/w)_Deutschlandweit: Hamburg, Bielefeld, München, Karlsruhe, Ratingen, Außenzell, Frankfurt",Hamburg,Arbeitnow,Full-time,FALSE,Hamburg,2026-05-15 13:00:42,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/passport-business-engineering-gmbh/senior-sap-fi-co-consultant-berater-m-w-deutschlandweit-hamburg-bielefeld-munchen-karlsruhe-ratingen-aussenzell-frankfurt-87035
SAP Entwickler_Hamburg,Senior SAP Entwickler (m/w/d)_Hamburg,Hamburg,Arbeitnow,Full-time,FALSE,Hamburg,2026-05-15 13:00:42,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['r', 'rest', 'sap']","{'programming': ['r'], 'tools': ['rest', 'sap']}",https://www.arbeitnow.com/jobs/companies/passport-business-engineering-gmbh/senior-sap-entwickler-hamburg-211549
"SAP Projektleiter_Hamburg, Bielefeld, München,","SAP Projektleiter (m/w/d)_Hamburg, Bielefeld, München, Ratingen, Berlin (deutschlandweit)",Hamburg,Arbeitnow,Full-time,FALSE,Hamburg,2026-05-15 13:00:42,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/passport-business-engineering-gmbh/sap-projektleiter-hamburg-bielefeld-munchen-ratingen-berlin-deutschlandweit-353929
React Developer:in im Kölner Startup,React Developer:in (m/w/d) im Kölner Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:00:42,TRUE,TRUE,,,,,GreenPocket GmbH,"['confluence', 'docker', 'git', 'gitlab ci', 'helm', 'java', 'javascript', 'jira', 'jupyter', 'kafka', 'kotlin', 'kubernetes', 'mariadb', 'microservices', 'numpy', 'pandas', 'postgresql', 'python', 'r', 'react', 'rest', 'spring', 'typescript']","{'tools': ['confluence', 'git', 'jira', 'kafka', 'microservices', 'rest'], 'devops': ['docker', 'gitlab ci', 'helm', 'kubernetes'], 'programming': ['java', 'javascript', 'kotlin', 'python', 'r', 'typescript'], 'data_science': ['jupyter', 'numpy', 'pandas'], 'databases': ['mariadb', 'postgresql'], 'frameworks': ['react', 'spring']}",https://www.arbeitnow.com/jobs/companies/greenpocket-gmbh/react-developerin-im-kolner-startup-cologne-193495
Technischer Projektleiter Bereich,Technischer Projektleiter (w/m/d) Bereich Luftfahrtkommunikation München,Munich,Arbeitnow,Full-time,TRUE,Munich,2026-05-15 13:00:42,TRUE,FALSE,,,,,passport Business Engineering GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/passport-business-engineering-gmbh/technischer-projektleiter-bereich-luftfahrtkommunikation-munchen-munich-174805
Praktikant:in - HR & Recruiting im Smart Energy,Praktikant:in (m/w/d) - HR & Recruiting im Smart Energy Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:00:41,TRUE,FALSE,,,,,GreenPocket GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/greenpocket-gmbh/praktikantin-hr-recruiting-im-smart-energy-startup-cologne-313982
"Projektleiter Flugzeugsysteme, München","Projektleiter (w/m/d) Flugzeugsysteme, München",Munich,Arbeitnow,Full-time,TRUE,Munich,2026-05-15 13:00:41,TRUE,FALSE,,,,,passport Business Engineering GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/passport-business-engineering-gmbh/projektleiter-flugzeugsysteme-munchen-munich-415847
Data Analyst Remote,Data Analyst (m/w/d) Remote (Firmensitz: Rostock und Bremen),Rostock,Arbeitnow,Full-time,TRUE,Rostock,2026-05-15 13:00:41,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['power bi', 'r', 'snowflake', 'sql']","{'data_science': ['power bi'], 'programming': ['r'], 'tools': ['snowflake'], 'databases': ['sql']}",https://www.arbeitnow.com/jobs/companies/passport-business-engineering-gmbh/data-analyst-remote-firmensitz-rostock-und-bremen-443190
Software Engineer Remote,Software Engineer (m/w/d) Remote (Firmensitz: Rostock und Bremen),Rostock,Arbeitnow,Full-time,TRUE,Rostock,2026-05-15 13:00:40,TRUE,FALSE,,,,,passport Business Engineering GmbH,"['api', 'azure', 'c#', 'ci/cd', 'docker', 'git', 'graphql', 'python', 'r', 'rest', 'sql', 'terraform']","{'tools': ['api', 'git', 'graphql', 'rest'], 'cloud': ['azure'], 'programming': ['c#', 'python', 'r'], 'devops': ['ci/cd', 'docker', 'terraform'], 'databases': ['sql']}",https://www.arbeitnow.com/jobs/companies/passport-business-engineering-gmbh/software-engineer-remote-firmensitz-rostock-und-bremen-121967
Werkstudent:in/Praktikant:in Projektmanagement im,Werkstudent:in/Praktikant:in (m/w/d) Projektmanagement im Smart Energy Startup,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 13:00:40,TRUE,FALSE,,,,,GreenPocket GmbH,"['confluence', 'jira', 'r']","{'tools': ['confluence', 'jira'], 'programming': ['r']}",https://www.arbeitnow.com/jobs/companies/greenpocket-gmbh/werkstudentin-praktikantin-projektmanagement-im-smart-energy-startup-cologne-292442
Art Director,Art Director (m/w/d),Mainz,Arbeitnow,Internship,FALSE,Mainz,2026-05-15 13:00:38,TRUE,FALSE,,,,,Intervideo Filmproduktion GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/intervideo-filmproduktion-gmbh/art-director-mainz-213404
Accounting Manager o. Finance Manager mit SAP &,Accounting Manager o. Finance Manager (w/m/d) mit SAP & Englisch: vor Ort oder remote,Hamburg,Arbeitnow,Internship,TRUE,Hamburg,2026-05-15 13:00:38,TRUE,FALSE,,,,,Fischer & Partner Gesellschaft für Personal mbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/fischer-partner-gesellschaft-fur-personal-mbh/accounting-manager-o-finance-manager-mit-sap-englisch-vor-ort-oder-remote-hamburg-442320
SAP Enterprise Architect,SAP Enterprise Architect,Mannheim,Arbeitnow,Internship,FALSE,Mannheim,2026-05-15 12:30:37,TRUE,FALSE,,year,140000,,Pertemps ERP,"['azure', 'sap']","{'cloud': ['azure'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/pertemps-erp/sap-enterprise-architect-mannheim-6942
FAIT,FAIT / Steuerfachangestellte:r / DATEV (m/w/d) - Saas - remote,Hamburg,Arbeitnow,Full-time,TRUE,Hamburg,2026-05-15 12:30:36,TRUE,FALSE,,,,,pathway solutions gmbh,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/pathway-solutions-gmbh/fait-steuerfachangestellter-datev-saas-remote-hamburg-484129
Kundenbetreuung in der Finanzbuchhaltung -,Kundenbetreuung in der Finanzbuchhaltung - FinTech - Scale-Up - 100% von Zuhause,Hamburg,Arbeitnow,Full-time,TRUE,Hamburg,2026-05-15 12:30:36,TRUE,FALSE,,,,,pathway solutions gmbh,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/pathway-solutions-gmbh/kundenbetreuung-in-der-finanzbuchhaltung-fintech-scale-up-100-von-zuhause-hamburg-59478
SAP Inhouse Consultant EWM,SAP Inhouse Consultant EWM (m/w/d),Bremen,Arbeitnow,Internship,TRUE,Bremen,2026-05-15 12:30:36,TRUE,FALSE,,,,,Pertemps ERP,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/pertemps-erp/sap-inhouse-consultant-ewm-bremen-228242
Trainee Consulting,Trainee (m/w/d) Consulting,Cologne,Arbeitnow,Full-time,FALSE,Cologne,2026-05-15 12:30:36,TRUE,FALSE,,,,,MLP Wirtschaftsberatung,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/mlp-wirtschaftsberatung/trainee-consulting-cologne-487243
Sap Finance Control Consultant,Sap Finance Control Consultant,Frankfurt am Main,Arbeitnow,Full-time,TRUE,Frankfurt am Main,2026-05-15 12:30:35,TRUE,FALSE,United States,,,,Pertemps ERP,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/pertemps-erp/sap-finance-control-consultant-frankfurt-am-main-70166
SAP Inhouse Consultant SD,SAP Inhouse Consultant SD (m/w/d),Bremen,Arbeitnow,Internship,TRUE,Bremen,2026-05-15 12:30:35,TRUE,FALSE,,,,,Pertemps ERP,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/pertemps-erp/sap-inhouse-consultant-sd-bremen-456335
SAP SD Consultant,SAP Senior SD Consultant (m/w/d),Frankfurt am Main,Arbeitnow,Full-time,TRUE,Frankfurt am Main,2026-05-15 12:30:34,TRUE,FALSE,United States,,,,Pertemps ERP,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/pertemps-erp/sap-senior-sd-consultant-frankfurt-am-main-340892
Sales Manager Deutschland,Sales Manager Deutschland,Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-15 12:01:35,TRUE,TRUE,,,,,Agena Bidco Germany GmbH,"['go', 'r']","{'programming': ['go', 'r']}",https://www.arbeitnow.com/jobs/companies/agena-bidco-germany-gmbh/sales-manager-deutschland-berlin-184801
Atlassian Consultant,Senior Atlassian Consultant (m/w/d),Munich,Arbeitnow,Internship,TRUE,Munich,2026-05-15 12:01:35,TRUE,FALSE,,,,,XALT Business Consulting GmbH,"['agile', 'confluence', 'jira', 'linux', 'r']","{'tools': ['agile', 'confluence', 'jira', 'linux'], 'programming': ['r']}",https://www.arbeitnow.com/jobs/companies/xalt-business-consulting-gmbh/senior-atlassian-consultant-munich-1996
Hardware Generalist,Hardware Generalist (m/w/d),Munich,Arbeitnow,Full-time,FALSE,Munich,2026-05-15 12:01:35,TRUE,FALSE,,,,,Pixel Robotics,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/pixel-robotics/hardware-generalist-munich-305498
Werkstudent:in Digitale Operations & KI,Werkstudent:in Digitale Operations & KI,Pulheim,Arbeitnow,Full-time,TRUE,Pulheim,2026-05-15 11:30:32,TRUE,FALSE,,,,,Heizfix GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/heizfix-gmbh/werkstudentin-digitale-operations-ki-pulheim-172356
Social Media & Community Manager,Social Media & Community Manager (all genders),Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-15 11:30:32,TRUE,FALSE,,,,,mammaly,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/mammaly/social-media-community-manager-all-genders-berlin-244933
Finance Business Partner - Leitung Finanzplanung,Finance Business Partner - Leitung Finanzplanung und -analyse (m/w/d) I Raum Frankfurt am Main,Frankfurt am Main,Arbeitnow,Internship,FALSE,Frankfurt am Main,2026-05-15 11:30:31,TRUE,FALSE,United States,,,,Hoffmann.Recruiting & More,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/hoffmannrecruiting-more/finance-business-partner-leitung-finanzplanung-und-analyse-i-raum-frankfurt-am-main-233232
Windows IT Systemadministration in Koblenz,Windows IT Systemadministration (m/w/d) in Koblenz versucht,Koblenz,Arbeitnow,Full-time,FALSE,Koblenz,2026-05-15 11:30:31,TRUE,FALSE,,,,,Intercon Solutions GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/intercon-solutions-gmbh/windows-it-systemadministration-in-koblenz-versucht-172184
Contact Center Platform Administrator,Contact Center Platform Administrator (Genesys Cloud CX) (m/w/d),Leipzig,Arbeitnow,Full-time,FALSE,Leipzig,2026-05-15 11:30:31,TRUE,FALSE,,,,,O.group GmbH,"['api', 'r', 'rest']","{'tools': ['api', 'rest'], 'programming': ['r']}",https://www.arbeitnow.com/jobs/companies/ogroup-gmbh/contact-center-platform-administrator-genesys-cloud-cx-leipzig-147198
Praktikant/in im Sales Team,Praktikant/in im Sales Team (m/w/d),Munich,Arbeitnow,Internship,FALSE,Munich,2026-05-15 15:59:02,FALSE,FALSE,,,,,MSC Cruises GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/msc-cruises-gmbh/praktikant-in-im-sales-team-munich-31766
Software Developer,Senior Software Developer (gn),Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-15 11:30:30,TRUE,TRUE,,year,60000,,Bikeleasing-Service GmbH & Co. KG,"['aws', 'kotlin', 'nestjs', 'php', 'python', 'react', 'spring', 'terraform', 'typescript', 'vue']","{'cloud': ['aws'], 'programming': ['kotlin', 'php', 'python', 'typescript'], 'frameworks': ['nestjs', 'react', 'spring', 'vue'], 'devops': ['terraform']}",https://www.arbeitnow.com/jobs/companies/bikeleasing-service-gmbh-co-kg/senior-software-developer-gn-berlin-348049
Software Developer,Senior Software Developer (gn),Berlin,Arbeitnow,Full-time,TRUE,Berlin,2026-05-15 11:30:29,TRUE,TRUE,,,,,Bikeleasing-Service GmbH & Co. KG,"['aws', 'kotlin', 'nestjs', 'php', 'python', 'r', 'react', 'spring', 'terraform', 'typescript', 'vue']","{'cloud': ['aws'], 'programming': ['kotlin', 'php', 'python', 'r', 'typescript'], 'frameworks': ['nestjs', 'react', 'spring', 'vue'], 'devops': ['terraform']}",https://www.arbeitnow.com/jobs/companies/bikeleasing-service-gmbh-co-kg/senior-software-developer-gn-berlin-251772
Projektassistenz,Projektassistenz / Junior Projektmanager im Bereich Grafik & Kreation - Teilzeit (m|w|d),Georgsmarienhütte,Arbeitnow,Internship,FALSE,Georgsmarienhütte,2026-05-15 11:00:32,TRUE,FALSE,,,,,Wiethe Content GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/wiethe-content-gmbh/projektassistenz-junior-projektmanager-im-bereich-grafik-kreation-teilzeit-mwd-georgsmarienhutte-257522
Projektleiter Offshore-Konverterplattform,Projektleiter Offshore-Konverterplattform (m/w/d),Hanover,Arbeitnow,Internship,FALSE,Hanover,2026-05-15 11:00:32,TRUE,FALSE,,,,,ATLAS TITAN Ost GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/atlas-titan-ost-gmbh/projektleiter-offshore-konverterplattform-hanover-203928
Ingenieur Automatisierungs- und Leittechnik,Ingenieur Automatisierungs- und Leittechnik Offshore (m/w/d),Hanover,Arbeitnow,Internship,FALSE,Hanover,2026-05-15 11:00:32,TRUE,FALSE,,,,,ATLAS TITAN Ost GmbH,"['r', 'sap']","{'programming': ['r'], 'tools': ['sap']}",https://www.arbeitnow.com/jobs/companies/atlas-titan-ost-gmbh/ingenieur-automatisierungs-und-leittechnik-offshore-hanover-477348
Bereichsleitung Finanzen und Controlling,Bereichsleitung (m/w/d) Finanzen und Controlling,Bad Endorf,Arbeitnow,Full-time,FALSE,Bad Endorf,2026-05-15 11:00:32,TRUE,FALSE,,,,,Gesundheitswelt Chiemgau AG,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/gesundheitswelt-chiemgau-ag/bereichsleitung-finanzen-und-controlling-bad-endorf-325854
Artist Manager / Influencer Manager,Artist Manager / Influencer Manager (m/w/d),Mülheim,Arbeitnow,Internship,FALSE,Mülheim,2026-05-15 11:00:31,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/lionflence/artist-manager-influencer-manager-mulheim-228034
Trainee Artist Manager / Influencer Manager,Trainee Artist Manager / Influencer Manager (m/w/d),Mülheim,Arbeitnow,Internship,FALSE,Mülheim,2026-05-15 11:00:31,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/lionflence/trainee-artist-manager-influencer-manager-mulheim-248860
Trainee Artist Manager / Influencer Manager,Trainee Artist Manager / Influencer Manager (m/w/d),Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-15 11:00:31,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/lionflence/trainee-artist-manager-influencer-manager-berlin-290300
Artist Manager / Influencer Manager BERLIN,Artist Manager / Influencer Manager (m/w/d) BERLIN,Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-15 11:00:31,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/lionflence/artist-manager-influencer-manager-berlin-423659
Artist Manager / Influencer Manager,Junior Artist Manager / Influencer Manager (m/w/d),Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-15 11:00:31,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/lionflence/junior-artist-manager-influencer-manager-berlin-444148
Artist Manager / Influencer Manager,Junior Artist Manager / Influencer Manager (m/w/d),Mülheim,Arbeitnow,Internship,FALSE,Mülheim,2026-05-15 11:00:30,TRUE,FALSE,,,,,Lionflence,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/lionflence/junior-artist-manager-influencer-manager-mulheim-370187
Sales & Business Development Manager,Sales & Business Development Manager (m/w/d),Unterföhring,Arbeitnow,Internship,FALSE,Unterföhring,2026-05-15 15:29:02,TRUE,FALSE,,,,,LSP Innovative Automotive Systems GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/lsp-innovative-automotive-systems-gmbh/sales-business-development-manager-unterfohring-457409
Enterprise Architekt TOGAF,Senior Enterprise Architekt (m/w/d) TOGAF (Ref.Nr.: 46758),Munich,Arbeitnow,Contractor,TRUE,Munich,2026-05-15 11:00:30,TRUE,FALSE,,,,,Wavestone Germany AG,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/wavestone-germany-ag/senior-enterprise-architekt-togaf-refnr-46758-munich-343875
Produktmanager - Schwerpunkt Bremssysteme,Produktmanager (m/w/d) - Schwerpunkt Bremssysteme Motorsport,Unterföhring,Arbeitnow,Internship,FALSE,Unterföhring,2026-05-15 15:29:02,TRUE,TRUE,,,,,LSP Innovative Automotive Systems GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/lsp-innovative-automotive-systems-gmbh/produktmanager-schwerpunkt-bremssysteme-motorsport-unterfohring-343529
IT-Systemadministrator - Infrastruktur & Service,IT-Systemadministrator (m/w/d) - Infrastruktur & Service,Nagold,Arbeitnow,Internship,TRUE,Nagold,2026-05-15 10:30:52,TRUE,FALSE,,,,,Georg Köbele GmbH & Co. KG,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/georg-kobele-gmbh-co-kg/it-systemadministrator-infrastruktur-service-nagold-59491
Sachbearbeiter für Onlineshop & Stammdatenpflege,Sachbearbeiter (m/w/d) für Onlineshop & Stammdatenpflege - Bürobedarf,Nagold,Arbeitnow,Internship,FALSE,Nagold,2026-05-15 10:30:51,TRUE,FALSE,,,,,Georg Köbele GmbH & Co. KG,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/georg-kobele-gmbh-co-kg/sachbearbeiter-fur-onlineshop-stammdatenpflege-burobedarf-nagold-101777
Teamleiter Entwicklung,Teamleiter Entwicklung (M/W/D),Unterföhring,Arbeitnow,Internship,FALSE,Unterföhring,2026-05-15 14:59:03,TRUE,FALSE,,,,,LSP Innovative Automotive Systems GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/lsp-innovative-automotive-systems-gmbh/teamleiter-entwicklung-unterfohring-454621
Data Architekt,Data Architekt (m/w/d) (Ref.Nr.: 46757),Munich,Arbeitnow,Contractor,TRUE,Munich,2026-05-15 10:30:51,FALSE,FALSE,,,,,Wavestone Germany AG,"['airflow', 'apache', 'azure', 'dbt', 'kafka', 'power bi', 'r', 'snowflake', 'tableau']","{'data_science': ['airflow', 'dbt', 'power bi', 'tableau'], 'devops': ['apache'], 'cloud': ['azure'], 'tools': ['kafka', 'snowflake'], 'programming': ['r']}",https://www.arbeitnow.com/jobs/companies/wavestone-germany-ag/data-architekt-refnr-46757-munich-27347
Mediengestalter:in / Grafikdesigner:in -,Mediengestalter:in / Grafikdesigner:in (M/W/D) - Werkstudent / Teilzeit,Schüttorf,Arbeitnow,Full-time,TRUE,Schüttorf,2026-05-15 10:00:35,TRUE,FALSE,,,,,JBS Technik GmbH // SCHORR Maschinen,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/jbs-technik-gmbh-schorr-maschinen/mediengestalterin-grafikdesignerin-werkstudent-teilzeit-schuttorf-413430
Tech Content Manager / Online-Redakteur |,Tech Content Manager / Online-Redakteur (m/w/d) | Berlin-Mitte | Festanstellung,Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-15 10:00:34,FALSE,FALSE,,,,,TenMedia GmbH,"['r', 'scrum']","{'programming': ['r'], 'tools': ['scrum']}",https://www.arbeitnow.com/jobs/companies/tenmedia-gmbh/tech-content-manager-online-redakteur-berlin-mitte-festanstellung-370927
Werkstudent*in HR | Scaling Phase,Werkstudent*in HR | Scaling Phase,Berlin,Arbeitnow,Full-time,FALSE,Berlin,2026-05-15 10:00:33,TRUE,FALSE,,,,,Matera GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/matera-gmbh/werkstudentin-hr-scaling-phase-berlin-422957
Teamleitung Buchhaltung | Start Up,Teamleitung Buchhaltung | Start Up,Berlin,Arbeitnow,Full-time,FALSE,Berlin,2026-05-15 10:00:33,TRUE,FALSE,,,,,Matera GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/matera-gmbh/teamleitung-buchhaltung-start-up-berlin-1897
Customer Onboarding Manager | Scaling Phase,Customer Onboarding Manager (m/w/d) | Scaling Phase,Berlin,Arbeitnow,Internship,FALSE,Berlin,2026-05-15 10:00:32,TRUE,FALSE,,,,,Matera GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/matera-gmbh/customer-onboarding-manager-scaling-phase-berlin-98924
PR Manager,Junior PR Manager (m/w/d) – Remote oder Berlin,Berlin,Arbeitnow,Internship,TRUE,Berlin,2026-05-15 10:00:32,TRUE,FALSE,,,,,getpress,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/getpress/junior-pr-manager-remote-oder-berlin-19063
Systemadministrator,Systemadministrator (m|w|d),Frankfurt am Main,Arbeitnow,Full-time,TRUE,Frankfurt am Main,2026-05-15 10:00:32,TRUE,FALSE,United States,,,,LeySelect GmbH,"['linux', 'r', 'sap']","{'tools': ['linux', 'sap'], 'programming': ['r']}",https://www.arbeitnow.com/jobs/companies/leyselect-gmbh/systemadministrator-mwd-frankfurt-am-main-25730
Praktikant – KI-Assistenten,Praktikant (w/m/d) – KI-Assistenten,Düsseldorf,Arbeitnow,Internship,FALSE,Düsseldorf,2026-05-15 10:00:32,TRUE,FALSE,,,,,Kloepfel Group,"['r', 'slack']","{'programming': ['r'], 'tools': ['slack']}",https://www.arbeitnow.com/jobs/companies/kloepfel-group/praktikant-ki-assistenten-dusseldorf-24983
Mitarbeiter Messtechnik & Qualitätssicherung,Mitarbeiter Messtechnik & Qualitätssicherung (w/m/d) E-Mobilität in Dresden,Dresden,Arbeitnow,Internship,FALSE,Dresden,2026-05-15 09:30:31,TRUE,FALSE,,,,,Additive Drives GmbH,['r'],{'programming': ['r']},https://www.arbeitnow.com/jobs/companies/additive-drives-gmbh/mitarbeiter-messtechnik-qualitatssicherung-e-mobilitat-in-dresden-469012
